0 0 1.0
0 333 0.63045853
0 1183 0.6064529
1 1 1.0
2 2 1.0
2 1738 0.64660716
3 3 1.0
4 4 1.0
5 5 1.0
6 6 1.0
7 7 1.0
8 8 1.0
9 9 1.0
10 10 1.0
11 11 1.0
11 345 0.7778733
11 466 0.7376304
11 759 0.64718735
11 1114 0.61270946
11 1120 0.619937
11 1241 0.6043845
11 1434 0.69042224
11 1686 0.6921875
11 1844 0.60933554
11 1861 0.7638123
11 2118 0.72512245
11 2489 0.6227092
11 2959 0.8010826
11 2991 0.7105947
12 12 1.0
13 13 1.0
14 14 1.0
15 15 1.0
16 16 1.0
17 17 1.0
18 18 1.0
18 2661 0.64950514
19 19 1.0
19 1743 0.6259079
20 20 1.0
21 21 1.0
22 22 1.0
22 123 0.6079535
23 23 1.0
23 226 0.8283623
23 505 0.76238084
23 2836 0.8120331
24 24 1.0
25 25 1.0
26 26 1.0
26 800 0.71879196
26 2699 0.60624206
27 27 1.0
28 28 1.0
29 29 1.0
29 653 0.6126803
30 30 1.0
31 31 1.0
32 32 1.0
33 33 1.0
33 326 0.71108514
33 390 0.81051356
33 1890 0.65370214
34 34 1.0
35 35 1.0
36 36 1.0
37 37 1.0
37 1729 0.71258473
38 38 1.0
39 39 1.0
39 1186 0.61629605
39 1712 0.60558385
40 40 1.0
41 41 1.0
42 42 1.0
42 982 0.8598402
43 43 1.0
43 1748 0.6045709
44 44 1.0
45 45 1.0
46 46 1.0
46 347 0.7018
46 2103 0.66596913
47 47 1.0
48 48 1.0
49 49 1.0
50 50 1.0
50 751 0.62592787
51 51 1.0
52 52 1.0
53 53 1.0
54 54 1.0
54 721 0.66622865
55 55 1.0
56 56 1.0
57 57 1.0
58 58 1.0
58 1357 0.67602247
59 59 1.0
59 179 0.6967897
60 60 1.0
61 61 1.0
62 62 1.0
63 63 1.0
64 64 1.0
65 65 1.0
65 1526 0.65614545
66 66 1.0
67 67 1.0
67 2383 0.6172199
68 68 1.0
69 69 1.0
69 904 0.63992244
69 2295 0.6550141
69 2568 0.60782206
70 70 1.0
70 2595 0.6704393
71 71 1.0
71 1604 0.6375121
72 72 1.0
73 73 1.0
74 74 1.0
75 75 1.0
76 76 1.0
77 77 1.0
78 78 1.0
79 79 1.0
80 80 1.0
81 81 1.0
81 1035 0.74767673
81 2005 0.763736
82 82 1.0
83 83 1.0
84 84 1.0
84 257 0.61502874
84 593 0.64975846
84 869 0.6903904
84 1312 0.6162662
84 1748 0.6246867
84 1845 0.6825541
84 1901 0.6828121
84 2065 0.63386476
84 2167 0.6335404
84 2439 0.82114834
84 3158 0.6201492
85 85 1.0
86 86 1.0
86 1161 0.6469392
86 1470 0.61541414
86 2725 0.6047001
87 87 1.0
88 88 1.0
89 89 1.0
90 90 1.0
90 407 0.63831496
91 91 1.0
92 92 1.0
93 93 1.0
94 94 1.0
95 95 1.0
96 96 1.0
97 97 1.0
98 98 1.0
99 99 1.0
100 100 1.0
101 101 1.0
102 102 1.0
103 103 1.0
104 104 1.0
105 105 1.0
106 106 1.0
106 910 0.6659935
107 107 1.0
108 108 1.0
109 109 1.0
110 110 1.0
111 111 1.0
112 112 1.0
113 113 1.0
114 114 1.0
115 115 1.0
116 116 1.0
117 117 1.0
118 118 1.0
119 119 1.0
119 537 0.6200326
119 2217 0.6200326
119 2324 0.6875921
119 2424 0.6200326
119 2658 0.6200326
120 120 1.0
121 121 1.0
122 122 1.0
123 22 0.6079535
123 123 1.0
124 124 1.0
124 205 0.6109715
124 1039 0.62517554
125 125 1.0
126 126 1.0
126 263 0.6338686
126 2832 0.6022146
127 127 1.0
127 1431 0.6634958
127 1623 0.6241328
127 2976 0.6200552
127 3132 0.67494655
128 128 1.0
129 129 1.0
129 776 0.7011913
129 1163 0.6307703
130 130 1.0
130 2291 0.6913611
131 131 1.0
132 132 1.0
132 774 0.61016893
132 1055 0.69561565
132 1382 0.6057376
133 133 1.0
134 134 1.0
135 135 1.0
136 136 1.0
136 477 0.6503429
136 1389 0.67540336
136 1656 0.65416217
136 2238 0.6763351
136 2365 0.6590345
136 2779 0.6300239
137 137 1.0
138 138 1.0
138 2214 0.66001314
139 139 1.0
140 140 1.0
140 251 0.6138963
140 584 0.60879004
140 709 0.6055574
140 1084 0.62449074
141 141 1.0
142 142 1.0
143 143 1.0
144 144 1.0
145 145 1.0
146 146 1.0
146 1964 0.6307268
147 147 1.0
148 148 1.0
149 149 1.0
150 150 1.0
150 2196 0.64974374
150 2226 0.7428201
150 2531 0.67418635
150 2617 0.62048733
150 2849 0.6367997
150 2951 0.6758913
151 151 1.0
152 152 1.0
152 1149 0.6013688
153 153 1.0
154 154 1.0
155 155 1.0
156 156 1.0
157 157 1.0
158 158 1.0
158 1590 0.73597014
158 2481 0.63349646
159 159 1.0
160 160 1.0
160 205 0.65517026
160 869 0.6172137
160 1845 0.64459467
161 161 1.0
162 162 1.0
162 595 0.63010573
163 163 1.0
164 164 1.0
164 322 0.80757415
164 1120 0.753326
164 1686 0.6671924
164 1844 0.6501688
164 2959 0.6072203
165 165 1.0
165 583 0.62637615
166 166 1.0
167 167 1.0
168 168 1.0
169 169 1.0
169 335 0.7582848
169 1049 0.6210813
169 1685 0.60039496
169 1863 0.7910899
169 2583 0.6164889
170 170 1.0
171 171 1.0
171 206 0.6073391
171 1587 0.6264576
171 2154 0.6328054
171 2861 0.6006353
172 172 1.0
172 557 0.6411889
172 804 0.6609386
172 2147 0.6058114
172 2211 0.67742085
172 2883 0.6064621
173 173 1.0
174 174 1.0
174 660 0.909177
174 2480 0.6792463
175 175 1.0
176 176 1.0
177 177 1.0
177 3090 0.6540131
178 178 1.0
178 954 0.6408579
178 2002 0.61904347
179 59 0.6967897
179 179 1.0
179 3108 0.65088
180 180 1.0
181 181 1.0
182 182 1.0
183 183 1.0
184 184 1.0
185 185 1.0
186 186 1.0
187 187 1.0
188 188 1.0
189 189 1.0
189 781 0.67819804
190 190 1.0
191 191 1.0
192 192 1.0
192 958 0.6273678
193 193 1.0
194 194 1.0
195 195 1.0
196 196 1.0
197 197 1.0
198 198 1.0
199 199 1.0
200 200 1.0
200 1765 0.6026933
201 201 1.0
202 202 1.0
203 203 1.0
204 204 1.0
205 124 0.6109715
205 160 0.65517026
205 205 1.0
205 869 0.61870146
205 2167 0.6070373
205 2582 0.61094856
205 3027 0.6068172
206 171 0.6073391
206 206 1.0
206 276 0.6077943
207 207 1.0
207 673 0.8274152
208 208 1.0
209 209 1.0
210 210 1.0
211 211 1.0
212 212 1.0
213 213 1.0
214 214 1.0
214 2472 0.69141257
215 215 1.0
216 216 1.0
217 217 1.0
218 218 1.0
218 2462 0.62545216
219 219 1.0
219 973 0.61396813
220 220 1.0
221 221 1.0
222 222 1.0
222 2570 0.63179713
223 223 1.0
224 224 1.0
225 225 1.0
225 1066 0.6202237
225 1199 0.61749494
226 23 0.8283623
226 226 1.0
226 505 0.7347535
226 2836 0.80821556
227 227 1.0
228 228 1.0
229 229 1.0
229 1437 0.6656788
229 3162 0.8501694
230 230 1.0
230 718 0.665931
230 1403 0.65685505
231 231 1.0
232 232 1.0
233 233 1.0
233 1802 0.66065973
234 234 1.0
235 235 1.0
236 236 1.0
237 237 1.0
238 238 1.0
239 239 1.0
240 240 1.0
241 241 1.0
242 242 1.0
242 356 0.6474614
242 962 0.6677876
242 1848 0.6426652
242 2299 0.6091995
242 2373 0.7039915
242 2487 0.6066318
242 2589 0.6079899
242 2982 0.6664248
243 243 1.0
244 244 1.0
244 419 0.6222679
244 1477 0.64281213
244 1667 0.6651291
245 245 1.0
245 908 0.63729984
245 2491 0.70969737
245 2581 0.6308673
246 246 1.0
247 247 1.0
247 599 0.68288326
247 1009 0.6737842
247 2007 0.6007114
247 2633 0.6028051
248 248 1.0
248 2470 0.60700667
248 2829 0.6401444
249 249 1.0
249 2238 0.61921185
249 2622 0.6085554
250 250 1.0
251 140 0.6138963
251 251 1.0
252 252 1.0
252 2031 0.60112524
253 253 1.0
254 254 1.0
255 255 1.0
255 1317 0.633822
255 1794 0.6110719
256 256 1.0
257 84 0.61502874
257 257 1.0
257 1039 0.60354894
257 2674 0.6035984
257 3158 0.6132304
258 258 1.0
259 259 1.0
260 260 1.0
261 261 1.0
261 2504 0.6011092
262 262 1.0
263 126 0.6338686
263 263 1.0
264 264 1.0
265 265 1.0
266 266 1.0
267 267 1.0
268 268 1.0
268 1328 0.622205
269 269 1.0
270 270 1.0
271 271 1.0
272 272 1.0
273 273 1.0
274 274 1.0
275 275 1.0
275 2716 0.6279962
276 206 0.6077943
276 276 1.0
277 277 1.0
277 1115 0.63555914
278 278 1.0
278 1835 0.60631216
279 279 1.0
279 2404 0.7141628
279 2533 0.70206606
280 280 1.0
281 281 1.0
282 282 1.0
283 283 1.0
284 284 1.0
285 285 1.0
286 286 1.0
287 287 1.0
287 1675 0.6055445
288 288 1.0
288 2453 0.60158324
289 289 1.0
290 290 1.0
291 291 1.0
292 292 1.0
293 293 1.0
294 294 1.0
294 2083 0.6579248
294 3028 0.63471395
295 295 1.0
296 296 1.0
296 2618 0.7454021
297 297 1.0
298 298 1.0
299 299 1.0
300 300 1.0
301 301 1.0
301 897 0.60777986
302 302 1.0
303 303 1.0
304 304 1.0
305 305 1.0
306 306 1.0
307 307 1.0
308 308 1.0
308 2462 0.60443646
